#SampleID	Tissue	Wingband	Cage	Treatment	Collection_Day	D3_weight	D6_weight	D6_weight_group	D13_weight	D13_weight_group	Gain313	Gain613	Abx	Probiotic	Treatment2	Treatment3
TJPBXD06C27B2C	Ceca	158194	C27	3_FMB11GroGel	D06	91	119.5	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C27B2I	Ileum	158194	C27	3_FMB11GroGel	D06	91	119.5	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C33B1C	Ceca	158210	C33	3_FMB11GroGel	D06	87.3	127.9	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C33B1I	Ileum	158210	C33	3_FMB11GroGel	D06	87.3	127.9	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C33B2C	Ceca	158202	C33	3_FMB11GroGel	D06	97	135.4	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C33B2I	Ileum	158202	C33	3_FMB11GroGel	D06	97	135.4	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C43B1C	Ceca	158215	C43	3_FMB11GroGel	D06	94.5	149.4	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C43B1I	Ileum	158215	C43	3_FMB11GroGel	D06	94.5	149.4	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C43B2C	Ceca	158220	C43	3_FMB11GroGel	D06	104	135.7	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C43B2I	Ileum	158220	C43	3_FMB11GroGel	D06	104	135.7	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C56B1C	Ceca	158228	C56	3_FMB11GroGel	D06	70.8	135	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C56B1I	Ileum	158228	C56	3_FMB11GroGel	D06	70.8	135	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C56B2C	Ceca	158225	C56	3_FMB11GroGel	D06	80.3	140.9	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C56B2I	Ileum	158225	C56	3_FMB11GroGel	D06	80.3	140.9	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C62B1C	Ceca	158235	C62	3_FMB11GroGel	D06	62.5	108.9	Below_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C62B1I	Ileum	158235	C62	3_FMB11GroGel	D06	62.5	108.9	Below_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C62B2C	Ceca	158239	C62	3_FMB11GroGel	D06	90.3	150	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
TJPBXD06C62B2I	Ileum	158239	C62	3_FMB11GroGel	D06	90.3	150	Within_Goal	NA	NA	NA	NA	No	Yes	FMB11	Probiotic
D13C08B2T	Trachea	158175	C08	3_FMB11GroGel	D13	88.2	130.3	Within_Goal	324.6	Within_Goal	236.4	194.3	No	Yes	FMB11	Probiotic
D13C17B2T	Trachea	158189	C17	3_FMB11GroGel	D13	91.6	129.1	Within_Goal	315.4	Within_Goal	223.8	186.3	No	Yes	FMB11	Probiotic
D13C27B2T	Trachea	158197	C27	3_FMB11GroGel	D13	82.4	119.2	Within_Goal	288.6	Below_Goal	206.2	169.4	No	Yes	FMB11	Probiotic
D13C33B2T	Trachea	158209	C33	3_FMB11GroGel	D13	85.7	131	Within_Goal	327.4	Within_Goal	241.7	196.4	No	Yes	FMB11	Probiotic
D13C43B2T	Trachea	158217	C43	3_FMB11GroGel	D13	83.1	132.8	Within_Goal	251	Below_Goal	167.9	118.2	No	Yes	FMB11	Probiotic
D13C56B2T	Trachea	158221	C56	3_FMB11GroGel	D13	79.6	134.4	Within_Goal	350.3	Within_Goal	270.7	215.9	No	Yes	FMB11	Probiotic
D13C62B2T	Trachea	158238	C62	3_FMB11GroGel	D13	85.1	125.5	Within_Goal	328.8	Within_Goal	243.7	203.3	No	Yes	FMB11	Probiotic
TJPBXD13C03B1C	Ceca	158169	C03	3_FMB11GroGel	D13	81.9	112.6	Below_Goal	287	Below_Goal	205.1	174.4	No	Yes	FMB11	Probiotic
TJPBXD13C03B1I	Ileum	158169	C03	3_FMB11GroGel	D13	81.9	112.6	Below_Goal	287	Below_Goal	205.1	174.4	No	Yes	FMB11	Probiotic
TJPBXD13C03B2C	Ceca	158170	C03	3_FMB11GroGel	D13	90.5	130.8	Within_Goal	347	Within_Goal	256.5	216.2	No	Yes	FMB11	Probiotic
TJPBXD13C03B2I	Ileum	158170	C03	3_FMB11GroGel	D13	90.5	130.8	Within_Goal	347	Within_Goal	256.5	216.2	No	Yes	FMB11	Probiotic
TJPBXD13C08B1C	Ceca	158176	C08	3_FMB11GroGel	D13	83	130.6	Within_Goal	314	Within_Goal	231	183.4	No	Yes	FMB11	Probiotic
TJPBXD13C08B1I	Ileum	158176	C08	3_FMB11GroGel	D13	83	130.6	Within_Goal	314	Within_Goal	231	183.4	No	Yes	FMB11	Probiotic
TJPBXD13C08B2C	Ceca	158175	C08	3_FMB11GroGel	D13	88.2	130.3	Within_Goal	324.6	Within_Goal	236.4	194.3	No	Yes	FMB11	Probiotic
TJPBXD13C08B2I	Ileum	158175	C08	3_FMB11GroGel	D13	88.2	130.3	Within_Goal	324.6	Within_Goal	236.4	194.3	No	Yes	FMB11	Probiotic
TJPBXD13C17B1C	Ceca	158183	C17	3_FMB11GroGel	D13	92.1	135.3	Within_Goal	323.9	Within_Goal	231.8	188.6	No	Yes	FMB11	Probiotic
TJPBXD13C17B1I	Ileum	158183	C17	3_FMB11GroGel	D13	92.1	135.3	Within_Goal	323.9	Within_Goal	231.8	188.6	No	Yes	FMB11	Probiotic
TJPBXD13C17B2C	Ceca	158189	C17	3_FMB11GroGel	D13	91.6	129.1	Within_Goal	315.4	Within_Goal	223.8	186.3	No	Yes	FMB11	Probiotic
TJPBXD13C17B2I	Ileum	158189	C17	3_FMB11GroGel	D13	91.6	129.1	Within_Goal	315.4	Within_Goal	223.8	186.3	No	Yes	FMB11	Probiotic
TJPBXD13C27B1C	Ceca	158192	C27	3_FMB11GroGel	D13	84.9	117.4	Within_Goal	284.2	Below_Goal	199.3	166.8	No	Yes	FMB11	Probiotic
TJPBXD13C27B1I	Ileum	158192	C27	3_FMB11GroGel	D13	84.9	117.4	Within_Goal	284.2	Below_Goal	199.3	166.8	No	Yes	FMB11	Probiotic
TJPBXD13C27B2C	Ceca	158197	C27	3_FMB11GroGel	D13	82.4	119.2	Within_Goal	288.6	Below_Goal	206.2	169.4	No	Yes	FMB11	Probiotic
TJPBXD13C27B2I	Ileum	158197	C27	3_FMB11GroGel	D13	82.4	119.2	Within_Goal	288.6	Below_Goal	206.2	169.4	No	Yes	FMB11	Probiotic
TJPBXD13C33B1C	Ceca	158206	C33	3_FMB11GroGel	D13	78.4	113.7	Within_Goal	274.5	Below_Goal	196.1	160.8	No	Yes	FMB11	Probiotic
TJPBXD13C33B1I	Ileum	158206	C33	3_FMB11GroGel	D13	78.4	113.7	Within_Goal	274.5	Below_Goal	196.1	160.8	No	Yes	FMB11	Probiotic
TJPBXD13C33B2C	Ceca	158209	C33	3_FMB11GroGel	D13	85.7	131	Within_Goal	327.4	Within_Goal	241.7	196.4	No	Yes	FMB11	Probiotic
TJPBXD13C33B2I	Ileum	158209	C33	3_FMB11GroGel	D13	85.7	131	Within_Goal	327.4	Within_Goal	241.7	196.4	No	Yes	FMB11	Probiotic
TJPBXD13C43B1C	Ceca	158219	C43	3_FMB11GroGel	D13	89.3	134.3	Within_Goal	249.5	Below_Goal	160.2	115.2	No	Yes	FMB11	Probiotic
TJPBXD13C43B1I	Ileum	158219	C43	3_FMB11GroGel	D13	89.3	134.3	Within_Goal	249.5	Below_Goal	160.2	115.2	No	Yes	FMB11	Probiotic
TJPBXD13C43B2C	Ceca	158217	C43	3_FMB11GroGel	D13	83.1	132.8	Within_Goal	251	Below_Goal	167.9	118.2	No	Yes	FMB11	Probiotic
TJPBXD13C43B2I	Ileum	158217	C43	3_FMB11GroGel	D13	83.1	132.8	Within_Goal	251	Below_Goal	167.9	118.2	No	Yes	FMB11	Probiotic
TJPBXD13C56B1C	Ceca	158226	C56	3_FMB11GroGel	D13	71.2	122.8	Within_Goal	325.6	Within_Goal	254.4	202.8	No	Yes	FMB11	Probiotic
TJPBXD13C56B1I	Ileum	158226	C56	3_FMB11GroGel	D13	71.2	122.8	Within_Goal	325.6	Within_Goal	254.4	202.8	No	Yes	FMB11	Probiotic
TJPBXD13C56B2C	Ceca	158221	C56	3_FMB11GroGel	D13	79.6	134.4	Within_Goal	350.3	Within_Goal	270.7	215.9	No	Yes	FMB11	Probiotic
TJPBXD13C56B2I	Ileum	158221	C56	3_FMB11GroGel	D13	79.6	134.4	Within_Goal	350.3	Within_Goal	270.7	215.9	No	Yes	FMB11	Probiotic
TJPBXD13C62B1C	Ceca	158240	C62	3_FMB11GroGel	D13	79.5	125.1	Within_Goal	308.1	Below_Goal	228.6	183	No	Yes	FMB11	Probiotic
TJPBXD13C62B1I	Ileum	158240	C62	3_FMB11GroGel	D13	79.5	125.1	Within_Goal	308.1	Below_Goal	228.6	183	No	Yes	FMB11	Probiotic
TJPBXD13C62B2C	Ceca	158238	C62	3_FMB11GroGel	D13	85.1	125.5	Within_Goal	328.8	Within_Goal	243.7	203.3	No	Yes	FMB11	Probiotic
TJPBXD13C62B2I	Ileum	158238	C62	3_FMB11GroGel	D13	85.1	125.5	Within_Goal	328.8	Within_Goal	243.7	203.3	No	Yes	FMB11	Probiotic
D03C06B2T	Trachea	158085	C06	2_GroGelNoPbx	D03	94.4	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
D03C14B2T	Trachea	158096	C14	2_GroGelNoPbx	D03	91.3	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
D03C22B2T	Trachea	158101	C22	2_GroGelNoPbx	D03	112.1	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
D03C32B2T	Trachea	158120	C32	2_GroGelNoPbx	D03	89.9	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
D03C41B2T	Trachea	158126	C41	2_GroGelNoPbx	D03	96.9	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
D03C48B2T	Trachea	158137	C48	2_GroGelNoPbx	D03	78.7	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
D03C51B2T	Trachea	158149	C51	2_GroGelNoPbx	D03	71.9	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
D03C57B2T	Trachea	158152	C57	2_GroGelNoPbx	D03	90.8	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C06B1C	Ceca	158087	C06	2_GroGelNoPbx	D03	87.4	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C06B1I	Ileum	158087	C06	2_GroGelNoPbx	D03	87.4	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C06B2C	Ceca	158085	C06	2_GroGelNoPbx	D03	94.4	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C06B2I	Ileum	158085	C06	2_GroGelNoPbx	D03	94.4	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C14B1C	Ceca	158091	C14	2_GroGelNoPbx	D03	93.6	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C14B1I	Ileum	158091	C14	2_GroGelNoPbx	D03	93.6	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C14B2C	Ceca	158096	C14	2_GroGelNoPbx	D03	91.3	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C14B2I	Ileum	158096	C14	2_GroGelNoPbx	D03	91.3	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C22B1C	Ceca	158106	C22	2_GroGelNoPbx	D03	77.5	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C22B1I	Ileum	158106	C22	2_GroGelNoPbx	D03	77.5	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C22B2C	Ceca	158101	C22	2_GroGelNoPbx	D03	112.1	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C22B2I	Ileum	158101	C22	2_GroGelNoPbx	D03	112.1	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C32B1C	Ceca	158118	C32	2_GroGelNoPbx	D03	104.3	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C32B1I	Ileum	158118	C32	2_GroGelNoPbx	D03	104.3	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C32B2C	Ceca	158120	C32	2_GroGelNoPbx	D03	89.9	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C32B2I	Ileum	158120	C32	2_GroGelNoPbx	D03	89.9	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C41B1C	Ceca	158124	C41	2_GroGelNoPbx	D03	81.7	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C41B1I	Ileum	158124	C41	2_GroGelNoPbx	D03	81.7	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C41B2C	Ceca	158126	C41	2_GroGelNoPbx	D03	96.9	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C41B2I	Ileum	158126	C41	2_GroGelNoPbx	D03	96.9	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C48B1C	Ceca	158140	C48	2_GroGelNoPbx	D03	61.4	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C48B1I	Ileum	158140	C48	2_GroGelNoPbx	D03	61.4	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C48B2C	Ceca	158137	C48	2_GroGelNoPbx	D03	78.7	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C48B2I	Ileum	158137	C48	2_GroGelNoPbx	D03	78.7	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C51B1C	Ceca	158141	C51	2_GroGelNoPbx	D03	82.7	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C51B1I	Ileum	158141	C51	2_GroGelNoPbx	D03	82.7	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C51B2C	Ceca	158149	C51	2_GroGelNoPbx	D03	71.9	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C51B2I	Ileum	158149	C51	2_GroGelNoPbx	D03	71.9	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C57B1C	Ceca	158153	C57	2_GroGelNoPbx	D03	73.4	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C57B1I	Ileum	158153	C57	2_GroGelNoPbx	D03	73.4	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C57B2C	Ceca	158152	C57	2_GroGelNoPbx	D03	90.8	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD03C57B2I	Ileum	158152	C57	2_GroGelNoPbx	D03	90.8	NA	NA	NA	NA	NA	NA	No	No	GroGel	Control
D06C06B2T	Trachea	158090	C06	2_GroGelNoPbx	D06	75.3	145.2	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
D06C14B2T	Trachea	158093	C14	2_GroGelNoPbx	D06	84	122.6	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
D06C22B2T	Trachea	158109	C22	2_GroGelNoPbx	D06	81.3	135.2	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
D06C32B2T	Trachea	158111	C32	2_GroGelNoPbx	D06	92.9	136.5	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
D06C41B2T	Trachea	158123	C41	2_GroGelNoPbx	D06	98.5	130.3	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
D06C48B2T	Trachea	158138	C48	2_GroGelNoPbx	D06	85.8	143.1	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
D06C51B2T	Trachea	158145	C51	2_GroGelNoPbx	D06	67.1	115.4	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
D06C57B2T	Trachea	158151	C57	2_GroGelNoPbx	D06	95.3	146.6	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C06B1C	Ceca	158082	C06	2_GroGelNoPbx	D06	88.6	129.8	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C06B1I	Ileum	158082	C06	2_GroGelNoPbx	D06	88.6	129.8	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C06B2C	Ceca	158090	C06	2_GroGelNoPbx	D06	75.3	145.2	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C06B2I	Ileum	158090	C06	2_GroGelNoPbx	D06	75.3	145.2	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C14B1C	Ceca	158098	C14	2_GroGelNoPbx	D06	90.6	132.9	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C14B1I	Ileum	158098	C14	2_GroGelNoPbx	D06	90.6	132.9	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C14B2C	Ceca	158093	C14	2_GroGelNoPbx	D06	84	122.6	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C14B2I	Ileum	158093	C14	2_GroGelNoPbx	D06	84	122.6	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C22B1C	Ceca	158104	C22	2_GroGelNoPbx	D06	90.6	140.5	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C22B1I	Ileum	158104	C22	2_GroGelNoPbx	D06	90.6	140.5	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C22B2C	Ceca	158109	C22	2_GroGelNoPbx	D06	81.3	135.2	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C22B2I	Ileum	158109	C22	2_GroGelNoPbx	D06	81.3	135.2	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C32B1C	Ceca	158117	C32	2_GroGelNoPbx	D06	90.3	159.9	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C32B1I	Ileum	158117	C32	2_GroGelNoPbx	D06	90.3	159.9	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C32B2C	Ceca	158111	C32	2_GroGelNoPbx	D06	92.9	136.5	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C32B2I	Ileum	158111	C32	2_GroGelNoPbx	D06	92.9	136.5	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C41B1C	Ceca	158128	C41	2_GroGelNoPbx	D06	94.7	148.9	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C41B1I	Ileum	158128	C41	2_GroGelNoPbx	D06	94.7	148.9	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C41B2C	Ceca	158123	C41	2_GroGelNoPbx	D06	98.5	130.3	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C41B2I	Ileum	158123	C41	2_GroGelNoPbx	D06	98.5	130.3	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C48B1C	Ceca	158135	C48	2_GroGelNoPbx	D06	80.2	128.7	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C48B1I	Ileum	158135	C48	2_GroGelNoPbx	D06	80.2	128.7	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C48B2C	Ceca	158138	C48	2_GroGelNoPbx	D06	85.8	143.1	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C48B2I	Ileum	158138	C48	2_GroGelNoPbx	D06	85.8	143.1	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C51B1C	Ceca	158150	C51	2_GroGelNoPbx	D06	71.9	121.4	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C51B1I	Ileum	158150	C51	2_GroGelNoPbx	D06	71.9	121.4	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C51B2C	Ceca	158145	C51	2_GroGelNoPbx	D06	67.1	115.4	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C51B2I	Ileum	158145	C51	2_GroGelNoPbx	D06	67.1	115.4	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C57B1C	Ceca	158154	C57	2_GroGelNoPbx	D06	80.5	128.8	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C57B1I	Ileum	158154	C57	2_GroGelNoPbx	D06	80.5	128.8	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C57B2C	Ceca	158151	C57	2_GroGelNoPbx	D06	95.3	146.6	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
TJPBXD06C57B2I	Ileum	158151	C57	2_GroGelNoPbx	D06	95.3	146.6	Within_Goal	NA	NA	NA	NA	No	No	GroGel	Control
D13C14B2T	Trachea	158097	C14	2_GroGelNoPbx	D13	89.2	137.3	Within_Goal	323.6	Within_Goal	234.4	186.3	No	No	GroGel	Control
D13C22B2T	Trachea	158103	C22	2_GroGelNoPbx	D13	83.5	125.8	Within_Goal	344	Within_Goal	260.5	218.2	No	No	GroGel	Control
D13C32B2T	Trachea	158116	C32	2_GroGelNoPbx	D13	86.1	144.7	Within_Goal	362.4	Within_Goal	276.3	217.7	No	No	GroGel	Control
D13C41B2T	Trachea	158125	C41	2_GroGelNoPbx	D13	93.6	160.4	Within_Goal	316.8	Within_Goal	223.2	156.4	No	No	GroGel	Control
D13C48B2T	Trachea	158133	C48	2_GroGelNoPbx	D13	75.5	137.1	Within_Goal	303.8	Below_Goal	228.3	166.7	No	No	GroGel	Control
D13C51B2T	Trachea	158144	C51	2_GroGelNoPbx	D13	81.5	126.8	Within_Goal	296.8	Below_Goal	215.3	170	No	No	GroGel	Control
D13C57B2T	Trachea	158155	C57	2_GroGelNoPbx	D13	72.6	118.2	Within_Goal	320.4	Within_Goal	247.8	202.2	No	No	GroGel	Control
TJPBXD13C06B1C	Ceca	158083	C06	2_GroGelNoPbx	D13	94.4	147.3	Within_Goal	369	Within_Goal	274.6	221.7	No	No	GroGel	Control
TJPBXD13C06B1I	Ileum	158083	C06	2_GroGelNoPbx	D13	94.4	147.3	Within_Goal	369	Within_Goal	274.6	221.7	No	No	GroGel	Control
TJPBXD13C06B2C	Ceca	158081	C06	2_GroGelNoPbx	D13	79.2	137.2	Within_Goal	327.2	Within_Goal	248	190	No	No	GroGel	Control
TJPBXD13C06B2I	Ileum	158081	C06	2_GroGelNoPbx	D13	79.2	137.2	Within_Goal	327.2	Within_Goal	248	190	No	No	GroGel	Control
TJPBXD13C14B1C	Ceca	158100	C14	2_GroGelNoPbx	D13	87.4	123.4	Within_Goal	279.7	Below_Goal	192.3	156.3	No	No	GroGel	Control
TJPBXD13C14B1I	Ileum	158100	C14	2_GroGelNoPbx	D13	87.4	123.4	Within_Goal	279.7	Below_Goal	192.3	156.3	No	No	GroGel	Control
TJPBXD13C14B2C	Ceca	158097	C14	2_GroGelNoPbx	D13	89.2	137.3	Within_Goal	323.6	Within_Goal	234.4	186.3	No	No	GroGel	Control
TJPBXD13C14B2I	Ileum	158097	C14	2_GroGelNoPbx	D13	89.2	137.3	Within_Goal	323.6	Within_Goal	234.4	186.3	No	No	GroGel	Control
TJPBXD13C22B1C	Ceca	158108	C22	2_GroGelNoPbx	D13	80.1	130.8	Within_Goal	290.3	Below_Goal	210.2	159.5	No	No	GroGel	Control
TJPBXD13C22B1I	Ileum	158108	C22	2_GroGelNoPbx	D13	80.1	130.8	Within_Goal	290.3	Below_Goal	210.2	159.5	No	No	GroGel	Control
TJPBXD13C22B2C	Ceca	158103	C22	2_GroGelNoPbx	D13	83.5	125.8	Within_Goal	344	Within_Goal	260.5	218.2	No	No	GroGel	Control
TJPBXD13C22B2I	Ileum	158103	C22	2_GroGelNoPbx	D13	83.5	125.8	Within_Goal	344	Within_Goal	260.5	218.2	No	No	GroGel	Control
TJPBXD13C32B1C	Ceca	158115	C32	2_GroGelNoPbx	D13	93.3	162.5	Within_Goal	391.8	Above_Goal	298.5	229.3	No	No	GroGel	Control
TJPBXD13C32B1I	Ileum	158115	C32	2_GroGelNoPbx	D13	93.3	162.5	Within_Goal	391.8	Above_Goal	298.5	229.3	No	No	GroGel	Control
TJPBXD13C32B2C	Ceca	158116	C32	2_GroGelNoPbx	D13	86.1	144.7	Within_Goal	362.4	Within_Goal	276.3	217.7	No	No	GroGel	Control
TJPBXD13C32B2I	Ileum	158116	C32	2_GroGelNoPbx	D13	86.1	144.7	Within_Goal	362.4	Within_Goal	276.3	217.7	No	No	GroGel	Control
TJPBXD13C41B1C	Ceca	158121	C41	2_GroGelNoPbx	D13	97.9	137	Within_Goal	300.6	Below_Goal	202.7	163.6	No	No	GroGel	Control
TJPBXD13C41B1I	Ileum	158121	C41	2_GroGelNoPbx	D13	97.9	137	Within_Goal	300.6	Below_Goal	202.7	163.6	No	No	GroGel	Control
TJPBXD13C41B2C	Ceca	158125	C41	2_GroGelNoPbx	D13	93.6	160.4	Within_Goal	316.8	Within_Goal	223.2	156.4	No	No	GroGel	Control
TJPBXD13C41B2I	Ileum	158125	C41	2_GroGelNoPbx	D13	93.6	160.4	Within_Goal	316.8	Within_Goal	223.2	156.4	No	No	GroGel	Control
TJPBXD13C48B1C	Ceca	158134	C48	2_GroGelNoPbx	D13	81.3	139.4	Within_Goal	364.8	Within_Goal	283.5	225.4	No	No	GroGel	Control
TJPBXD13C48B1I	Ileum	158134	C48	2_GroGelNoPbx	D13	81.3	139.4	Within_Goal	364.8	Within_Goal	283.5	225.4	No	No	GroGel	Control
TJPBXD13C48B2C	Ceca	158133	C48	2_GroGelNoPbx	D13	75.5	137.1	Within_Goal	303.8	Below_Goal	228.3	166.7	No	No	GroGel	Control
TJPBXD13C48B2I	Ileum	158133	C48	2_GroGelNoPbx	D13	75.5	137.1	Within_Goal	303.8	Below_Goal	228.3	166.7	No	No	GroGel	Control
TJPBXD13C51B1C	Ceca	158148	C51	2_GroGelNoPbx	D13	75.3	121.9	Within_Goal	268.9	Below_Goal	193.6	147	No	No	GroGel	Control
TJPBXD13C51B1I	Ileum	158148	C51	2_GroGelNoPbx	D13	75.3	121.9	Within_Goal	268.9	Below_Goal	193.6	147	No	No	GroGel	Control
TJPBXD13C51B2C	Ceca	158144	C51	2_GroGelNoPbx	D13	81.5	126.8	Within_Goal	296.8	Below_Goal	215.3	170	No	No	GroGel	Control
TJPBXD13C51B2I	Ileum	158144	C51	2_GroGelNoPbx	D13	81.5	126.8	Within_Goal	296.8	Below_Goal	215.3	170	No	No	GroGel	Control
TJPBXD13C57B1C	Ceca	158156	C57	2_GroGelNoPbx	D13	76.6	135.3	Within_Goal	335	Within_Goal	258.4	199.7	No	No	GroGel	Control
TJPBXD13C57B1I	Ileum	158156	C57	2_GroGelNoPbx	D13	76.6	135.3	Within_Goal	335	Within_Goal	258.4	199.7	No	No	GroGel	Control
